free_slots,occupied_slots,total_slots,occupancy_percent,frame_number,timestamp
101,212,313,67.7,558,2026-01-30 09:18:17
101,212,313,67.7,559,2026-01-30 09:18:18
101,212,313,67.7,560,2026-01-30 09:18:18
101,212,313,67.7,561,2026-01-30 09:18:19
101,212,313,67.7,562,2026-01-30 09:18:19
101,212,313,67.7,563,2026-01-30 09:18:19
101,212,313,67.7,564,2026-01-30 09:18:20
101,212,313,67.7,565,2026-01-30 09:18:20
101,212,313,67.7,566,2026-01-30 09:18:21
101,212,313,67.7,567,2026-01-30 09:18:21
101,212,313,67.7,568,2026-01-30 09:18:21
101,212,313,67.7,569,2026-01-30 09:18:22
102,211,313,67.4,570,2026-01-30 09:18:22
102,211,313,67.4,571,2026-01-30 09:18:22
102,211,313,67.4,572,2026-01-30 09:18:23
102,211,313,67.4,573,2026-01-30 09:18:23
102,211,313,67.4,574,2026-01-30 09:18:23
102,211,313,67.4,575,2026-01-30 09:18:24
102,211,313,67.4,576,2026-01-30 09:18:24
102,211,313,67.4,577,2026-01-30 09:18:25
102,211,313,67.4,578,2026-01-30 09:18:25
102,211,313,67.4,579,2026-01-30 09:18:25
102,211,313,67.4,580,2026-01-30 09:18:26
102,211,313,67.4,581,2026-01-30 09:18:26
102,211,313,67.4,582,2026-01-30 09:18:26
102,211,313,67.4,583,2026-01-30 09:18:27
102,211,313,67.4,584,2026-01-30 09:18:27
102,211,313,67.4,585,2026-01-30 09:18:27
102,211,313,67.4,586,2026-01-30 09:18:28
102,211,313,67.4,587,2026-01-30 09:18:28
102,211,313,67.4,588,2026-01-30 09:18:28
102,211,313,67.4,589,2026-01-30 09:18:29
102,211,313,67.4,590,2026-01-30 09:18:29
102,211,313,67.4,591,2026-01-30 09:18:29
102,211,313,67.4,592,2026-01-30 09:18:30
103,210,313,67.1,593,2026-01-30 09:18:30
103,210,313,67.1,594,2026-01-30 09:18:30
103,210,313,67.1,595,2026-01-30 09:18:31
103,210,313,67.1,596,2026-01-30 09:18:31
103,210,313,67.1,597,2026-01-30 09:18:31
103,210,313,67.1,598,2026-01-30 09:18:32
103,210,313,67.1,599,2026-01-30 09:18:32
103,210,313,67.1,600,2026-01-30 09:18:32
103,210,313,67.1,601,2026-01-30 09:18:33
103,210,313,67.1,602,2026-01-30 09:18:33
103,210,313,67.1,603,2026-01-30 09:18:33
103,210,313,67.1,604,2026-01-30 09:18:34
103,210,313,67.1,605,2026-01-30 09:18:34
103,210,313,67.1,606,2026-01-30 09:18:34
103,210,313,67.1,607,2026-01-30 09:18:35
103,210,313,67.1,608,2026-01-30 09:18:35
103,210,313,67.1,609,2026-01-30 09:18:35
103,210,313,67.1,610,2026-01-30 09:18:36
103,210,313,67.1,611,2026-01-30 09:18:36
103,210,313,67.1,612,2026-01-30 09:18:36
103,210,313,67.1,613,2026-01-30 09:18:37
103,210,313,67.1,614,2026-01-30 09:18:37
103,210,313,67.1,615,2026-01-30 09:18:37
103,210,313,67.1,616,2026-01-30 09:18:38
103,210,313,67.1,617,2026-01-30 09:18:38
103,210,313,67.1,618,2026-01-30 09:18:38
103,210,313,67.1,619,2026-01-30 09:18:39
103,210,313,67.1,620,2026-01-30 09:18:39
103,210,313,67.1,621,2026-01-30 09:18:40
103,210,313,67.1,622,2026-01-30 09:18:40
103,210,313,67.1,623,2026-01-30 09:18:40
103,210,313,67.1,624,2026-01-30 09:18:41
103,210,313,67.1,625,2026-01-30 09:18:41
103,210,313,67.1,626,2026-01-30 09:18:41
103,210,313,67.1,627,2026-01-30 09:18:42
103,210,313,67.1,628,2026-01-30 09:18:42
103,210,313,67.1,629,2026-01-30 09:18:42
103,210,313,67.1,630,2026-01-30 09:18:43
103,210,313,67.1,631,2026-01-30 09:18:43
103,210,313,67.1,632,2026-01-30 09:18:43
103,210,313,67.1,633,2026-01-30 09:18:44
103,210,313,67.1,634,2026-01-30 09:18:44
103,210,313,67.1,635,2026-01-30 09:18:44
103,210,313,67.1,636,2026-01-30 09:18:45
103,210,313,67.1,637,2026-01-30 09:18:45
103,210,313,67.1,638,2026-01-30 09:18:45
103,210,313,67.1,639,2026-01-30 09:18:46
103,210,313,67.1,640,2026-01-30 09:18:46
103,210,313,67.1,641,2026-01-30 09:18:46
103,210,313,67.1,642,2026-01-30 09:18:47
103,210,313,67.1,643,2026-01-30 09:18:47
103,210,313,67.1,644,2026-01-30 09:18:47
103,210,313,67.1,645,2026-01-30 09:18:48
103,210,313,67.1,646,2026-01-30 09:18:48
103,210,313,67.1,647,2026-01-30 09:18:48
103,210,313,67.1,648,2026-01-30 09:18:49
102,211,313,67.4,649,2026-01-30 09:18:49
102,211,313,67.4,650,2026-01-30 09:18:50
102,211,313,67.4,651,2026-01-30 09:18:50
102,211,313,67.4,652,2026-01-30 09:18:50
102,211,313,67.4,653,2026-01-30 09:18:51
102,211,313,67.4,654,2026-01-30 09:18:51
102,211,313,67.4,655,2026-01-30 09:18:51
102,211,313,67.4,656,2026-01-30 09:18:52
102,211,313,67.4,657,2026-01-30 09:18:52
102,211,313,67.4,658,2026-01-30 09:18:52
102,211,313,67.4,659,2026-01-30 09:18:53
102,211,313,67.4,660,2026-01-30 09:18:53
103,210,313,67.1,661,2026-01-30 09:18:53
103,210,313,67.1,662,2026-01-30 09:18:54
103,210,313,67.1,663,2026-01-30 09:18:54
102,211,313,67.4,664,2026-01-30 09:18:54
102,211,313,67.4,665,2026-01-30 09:18:55
102,211,313,67.4,666,2026-01-30 09:18:55
102,211,313,67.4,667,2026-01-30 09:18:55
102,211,313,67.4,668,2026-01-30 09:18:56
102,211,313,67.4,669,2026-01-30 09:18:56
102,211,313,67.4,670,2026-01-30 09:18:56
102,211,313,67.4,671,2026-01-30 09:18:57
102,211,313,67.4,672,2026-01-30 09:18:57
102,211,313,67.4,673,2026-01-30 09:18:57
102,211,313,67.4,674,2026-01-30 09:18:58
102,211,313,67.4,675,2026-01-30 09:18:58
102,211,313,67.4,676,2026-01-30 09:18:58
102,211,313,67.4,677,2026-01-30 09:18:59
102,211,313,67.4,678,2026-01-30 09:18:59
102,211,313,67.4,679,2026-01-30 09:18:59
102,211,313,67.4,680,2026-01-30 09:19:00
102,211,313,67.4,681,2026-01-30 09:19:00
102,211,313,67.4,682,2026-01-30 09:19:00
102,211,313,67.4,683,2026-01-30 09:19:01
102,211,313,67.4,684,2026-01-30 09:19:01
102,211,313,67.4,685,2026-01-30 09:19:01
102,211,313,67.4,686,2026-01-30 09:19:02
102,211,313,67.4,687,2026-01-30 09:19:02
102,211,313,67.4,688,2026-01-30 09:19:02
102,211,313,67.4,689,2026-01-30 09:19:03
102,211,313,67.4,690,2026-01-30 09:19:03
102,211,313,67.4,691,2026-01-30 09:19:04
102,211,313,67.4,692,2026-01-30 09:19:04
101,212,313,67.7,693,2026-01-30 09:19:04
101,212,313,67.7,694,2026-01-30 09:19:05
101,212,313,67.7,695,2026-01-30 09:19:05
101,212,313,67.7,696,2026-01-30 09:19:05
101,212,313,67.7,697,2026-01-30 09:19:06
101,212,313,67.7,698,2026-01-30 09:19:06
101,212,313,67.7,699,2026-01-30 09:19:06
101,212,313,67.7,700,2026-01-30 09:19:07
101,212,313,67.7,701,2026-01-30 09:19:07
101,212,313,67.7,702,2026-01-30 09:19:07
101,212,313,67.7,703,2026-01-30 09:19:08
101,212,313,67.7,704,2026-01-30 09:19:08
101,212,313,67.7,705,2026-01-30 09:19:08
101,212,313,67.7,706,2026-01-30 09:19:09
101,212,313,67.7,707,2026-01-30 09:19:09
102,211,313,67.4,708,2026-01-30 09:19:09
102,211,313,67.4,709,2026-01-30 09:19:10
102,211,313,67.4,710,2026-01-30 09:19:10
102,211,313,67.4,711,2026-01-30 09:19:10
102,211,313,67.4,712,2026-01-30 09:19:11
102,211,313,67.4,713,2026-01-30 09:19:11
102,211,313,67.4,714,2026-01-30 09:19:11
102,211,313,67.4,715,2026-01-30 09:19:12
102,211,313,67.4,716,2026-01-30 09:19:12
102,211,313,67.4,717,2026-01-30 09:19:12
102,211,313,67.4,718,2026-01-30 09:19:13
102,211,313,67.4,719,2026-01-30 09:19:13
102,211,313,67.4,720,2026-01-30 09:19:13
102,211,313,67.4,721,2026-01-30 09:19:14
102,211,313,67.4,722,2026-01-30 09:19:14
102,211,313,67.4,723,2026-01-30 09:19:15
103,210,313,67.1,724,2026-01-30 09:19:15
103,210,313,67.1,725,2026-01-30 09:19:15
103,210,313,67.1,726,2026-01-30 09:19:16
103,210,313,67.1,727,2026-01-30 09:19:16
103,210,313,67.1,728,2026-01-30 09:19:16
103,210,313,67.1,729,2026-01-30 09:19:17
103,210,313,67.1,730,2026-01-30 09:19:17
103,210,313,67.1,731,2026-01-30 09:19:17
103,210,313,67.1,732,2026-01-30 09:19:18
103,210,313,67.1,733,2026-01-30 09:19:18
103,210,313,67.1,734,2026-01-30 09:19:18
103,210,313,67.1,735,2026-01-30 09:19:19
103,210,313,67.1,736,2026-01-30 09:19:19
103,210,313,67.1,737,2026-01-30 09:19:19
103,210,313,67.1,738,2026-01-30 09:19:20
103,210,313,67.1,739,2026-01-30 09:19:20
103,210,313,67.1,740,2026-01-30 09:19:20
103,210,313,67.1,741,2026-01-30 09:19:21
103,210,313,67.1,742,2026-01-30 09:19:21
103,210,313,67.1,743,2026-01-30 09:19:21
103,210,313,67.1,744,2026-01-30 09:19:22
103,210,313,67.1,745,2026-01-30 09:19:22
103,210,313,67.1,746,2026-01-30 09:19:22
103,210,313,67.1,747,2026-01-30 09:19:23
102,211,313,67.4,748,2026-01-30 09:19:23
102,211,313,67.4,749,2026-01-30 09:19:23
102,211,313,67.4,750,2026-01-30 09:19:24
102,211,313,67.4,751,2026-01-30 09:19:24
102,211,313,67.4,752,2026-01-30 09:19:24
102,211,313,67.4,753,2026-01-30 09:19:25
102,211,313,67.4,754,2026-01-30 09:19:25
102,211,313,67.4,755,2026-01-30 09:19:26
102,211,313,67.4,756,2026-01-30 09:19:26
102,211,313,67.4,757,2026-01-30 09:19:26
102,211,313,67.4,758,2026-01-30 09:19:27
102,211,313,67.4,759,2026-01-30 09:19:27
102,211,313,67.4,760,2026-01-30 09:19:27
102,211,313,67.4,761,2026-01-30 09:19:28
102,211,313,67.4,762,2026-01-30 09:19:28
102,211,313,67.4,763,2026-01-30 09:19:28
102,211,313,67.4,764,2026-01-30 09:19:29
102,211,313,67.4,765,2026-01-30 09:19:29
102,211,313,67.4,766,2026-01-30 09:19:29
102,211,313,67.4,767,2026-01-30 09:19:30
102,211,313,67.4,768,2026-01-30 09:19:30
102,211,313,67.4,769,2026-01-30 09:19:30
102,211,313,67.4,770,2026-01-30 09:19:31
102,211,313,67.4,771,2026-01-30 09:19:31
102,211,313,67.4,772,2026-01-30 09:19:31
102,211,313,67.4,773,2026-01-30 09:19:32
102,211,313,67.4,774,2026-01-30 09:19:32
102,211,313,67.4,775,2026-01-30 09:19:32
102,211,313,67.4,776,2026-01-30 09:19:33
102,211,313,67.4,777,2026-01-30 09:19:33
102,211,313,67.4,778,2026-01-30 09:19:34
102,211,313,67.4,779,2026-01-30 09:19:34
102,211,313,67.4,780,2026-01-30 09:19:34
102,211,313,67.4,781,2026-01-30 09:19:35
102,211,313,67.4,782,2026-01-30 09:19:35
102,211,313,67.4,783,2026-01-30 09:19:35
102,211,313,67.4,784,2026-01-30 09:19:36
102,211,313,67.4,785,2026-01-30 09:19:36
102,211,313,67.4,786,2026-01-30 09:19:36
102,211,313,67.4,787,2026-01-30 09:19:37
102,211,313,67.4,788,2026-01-30 09:19:37
102,211,313,67.4,789,2026-01-30 09:19:37
102,211,313,67.4,790,2026-01-30 09:19:38
102,211,313,67.4,791,2026-01-30 09:19:38
102,211,313,67.4,792,2026-01-30 09:19:38
102,211,313,67.4,793,2026-01-30 09:19:39
102,211,313,67.4,794,2026-01-30 09:19:39
102,211,313,67.4,795,2026-01-30 09:19:39
102,211,313,67.4,796,2026-01-30 09:19:40
102,211,313,67.4,797,2026-01-30 09:19:40
102,211,313,67.4,798,2026-01-30 09:19:40
102,211,313,67.4,799,2026-01-30 09:19:41
102,211,313,67.4,800,2026-01-30 09:19:41
102,211,313,67.4,801,2026-01-30 09:19:42
102,211,313,67.4,802,2026-01-30 09:19:42
102,211,313,67.4,803,2026-01-30 09:19:42
102,211,313,67.4,804,2026-01-30 09:19:43
102,211,313,67.4,805,2026-01-30 09:19:43
102,211,313,67.4,806,2026-01-30 09:19:43
102,211,313,67.4,807,2026-01-30 09:19:44
102,211,313,67.4,808,2026-01-30 09:19:44
102,211,313,67.4,809,2026-01-30 09:19:44
102,211,313,67.4,810,2026-01-30 09:19:45
102,211,313,67.4,811,2026-01-30 09:19:45
102,211,313,67.4,812,2026-01-30 09:19:45
102,211,313,67.4,813,2026-01-30 09:19:46
102,211,313,67.4,814,2026-01-30 09:19:46
102,211,313,67.4,815,2026-01-30 09:19:46
102,211,313,67.4,816,2026-01-30 09:19:47
102,211,313,67.4,817,2026-01-30 09:19:47
102,211,313,67.4,818,2026-01-30 09:19:47
102,211,313,67.4,819,2026-01-30 09:19:48
102,211,313,67.4,820,2026-01-30 09:19:48
102,211,313,67.4,821,2026-01-30 09:19:48
102,211,313,67.4,822,2026-01-30 09:19:49
102,211,313,67.4,823,2026-01-30 09:19:49
102,211,313,67.4,824,2026-01-30 09:19:49
102,211,313,67.4,825,2026-01-30 09:19:50
102,211,313,67.4,826,2026-01-30 09:19:50
102,211,313,67.4,827,2026-01-30 09:19:50
102,211,313,67.4,828,2026-01-30 09:19:51
103,210,313,67.1,829,2026-01-30 09:19:51
103,210,313,67.1,830,2026-01-30 09:19:51
103,210,313,67.1,831,2026-01-30 09:19:52
103,210,313,67.1,832,2026-01-30 09:19:52
103,210,313,67.1,833,2026-01-30 09:19:52
103,210,313,67.1,834,2026-01-30 09:19:53
103,210,313,67.1,835,2026-01-30 09:19:53
103,210,313,67.1,836,2026-01-30 09:19:53
103,210,313,67.1,837,2026-01-30 09:19:54
103,210,313,67.1,838,2026-01-30 09:19:54
102,211,313,67.4,839,2026-01-30 09:19:54
102,211,313,67.4,840,2026-01-30 09:19:55
102,211,313,67.4,841,2026-01-30 09:19:55
101,212,313,67.7,842,2026-01-30 09:19:55
101,212,313,67.7,843,2026-01-30 09:19:56
101,212,313,67.7,844,2026-01-30 09:19:56
101,212,313,67.7,845,2026-01-30 09:19:56
101,212,313,67.7,846,2026-01-30 09:19:57
101,212,313,67.7,847,2026-01-30 09:19:57
101,212,313,67.7,848,2026-01-30 09:19:57
101,212,313,67.7,849,2026-01-30 09:19:58
101,212,313,67.7,850,2026-01-30 09:19:58
101,212,313,67.7,851,2026-01-30 09:19:59
101,212,313,67.7,852,2026-01-30 09:19:59
101,212,313,67.7,853,2026-01-30 09:19:59
101,212,313,67.7,854,2026-01-30 09:20:00
101,212,313,67.7,855,2026-01-30 09:20:00
101,212,313,67.7,856,2026-01-30 09:20:00
101,212,313,67.7,857,2026-01-30 09:20:01
101,212,313,67.7,858,2026-01-30 09:20:01
101,212,313,67.7,859,2026-01-30 09:20:01
101,212,313,67.7,860,2026-01-30 09:20:02
101,212,313,67.7,861,2026-01-30 09:20:02
101,212,313,67.7,862,2026-01-30 09:20:02
101,212,313,67.7,863,2026-01-30 09:20:03
101,212,313,67.7,864,2026-01-30 09:20:03
103,210,313,67.1,865,2026-01-30 09:20:03
103,210,313,67.1,866,2026-01-30 09:20:04
103,210,313,67.1,867,2026-01-30 09:20:04
103,210,313,67.1,868,2026-01-30 09:20:04
103,210,313,67.1,869,2026-01-30 09:20:05
103,210,313,67.1,870,2026-01-30 09:20:05
103,210,313,67.1,871,2026-01-30 09:20:05
103,210,313,67.1,872,2026-01-30 09:20:06
102,211,313,67.4,873,2026-01-30 09:20:06
102,211,313,67.4,874,2026-01-30 09:20:06
102,211,313,67.4,875,2026-01-30 09:20:07
102,211,313,67.4,876,2026-01-30 09:20:07
102,211,313,67.4,877,2026-01-30 09:20:08
102,211,313,67.4,878,2026-01-30 09:20:08
102,211,313,67.4,879,2026-01-30 09:20:08
102,211,313,67.4,880,2026-01-30 09:20:09
102,211,313,67.4,881,2026-01-30 09:20:09
102,211,313,67.4,882,2026-01-30 09:20:09
102,211,313,67.4,883,2026-01-30 09:20:10
102,211,313,67.4,884,2026-01-30 09:20:10
102,211,313,67.4,885,2026-01-30 09:20:10
102,211,313,67.4,886,2026-01-30 09:20:11
102,211,313,67.4,887,2026-01-30 09:20:11
102,211,313,67.4,888,2026-01-30 09:20:11
102,211,313,67.4,889,2026-01-30 09:20:12
102,211,313,67.4,890,2026-01-30 09:20:12
102,211,313,67.4,891,2026-01-30 09:20:13
102,211,313,67.4,892,2026-01-30 09:20:13
102,211,313,67.4,893,2026-01-30 09:20:13
102,211,313,67.4,894,2026-01-30 09:20:14
102,211,313,67.4,895,2026-01-30 09:20:14
102,211,313,67.4,896,2026-01-30 09:20:15
102,211,313,67.4,897,2026-01-30 09:20:15
102,211,313,67.4,898,2026-01-30 09:20:15
102,211,313,67.4,899,2026-01-30 09:20:16
102,211,313,67.4,900,2026-01-30 09:20:16
102,211,313,67.4,901,2026-01-30 09:20:16
102,211,313,67.4,902,2026-01-30 09:20:17
102,211,313,67.4,903,2026-01-30 09:20:17
102,211,313,67.4,904,2026-01-30 09:20:18
102,211,313,67.4,905,2026-01-30 09:20:18
102,211,313,67.4,906,2026-01-30 09:20:18
102,211,313,67.4,907,2026-01-30 09:20:19
102,211,313,67.4,908,2026-01-30 09:20:19
102,211,313,67.4,909,2026-01-30 09:20:19
102,211,313,67.4,910,2026-01-30 09:20:20
102,211,313,67.4,911,2026-01-30 09:20:20
102,211,313,67.4,912,2026-01-30 09:20:20
102,211,313,67.4,913,2026-01-30 09:20:21
102,211,313,67.4,914,2026-01-30 09:20:21
102,211,313,67.4,915,2026-01-30 09:20:22
102,211,313,67.4,916,2026-01-30 09:20:22
102,211,313,67.4,917,2026-01-30 09:20:22
102,211,313,67.4,918,2026-01-30 09:20:23
102,211,313,67.4,919,2026-01-30 09:20:23
102,211,313,67.4,920,2026-01-30 09:20:23
102,211,313,67.4,921,2026-01-30 09:20:24
102,211,313,67.4,922,2026-01-30 09:20:24
102,211,313,67.4,923,2026-01-30 09:20:24
102,211,313,67.4,924,2026-01-30 09:20:25
102,211,313,67.4,925,2026-01-30 09:20:25
102,211,313,67.4,926,2026-01-30 09:20:25
102,211,313,67.4,927,2026-01-30 09:20:26
102,211,313,67.4,928,2026-01-30 09:20:26
102,211,313,67.4,929,2026-01-30 09:20:26
102,211,313,67.4,930,2026-01-30 09:20:27
102,211,313,67.4,931,2026-01-30 09:20:27
102,211,313,67.4,932,2026-01-30 09:20:28
102,211,313,67.4,933,2026-01-30 09:20:28
102,211,313,67.4,934,2026-01-30 09:20:28
102,211,313,67.4,935,2026-01-30 09:20:29
102,211,313,67.4,936,2026-01-30 09:20:29
102,211,313,67.4,937,2026-01-30 09:20:29
102,211,313,67.4,938,2026-01-30 09:20:30
102,211,313,67.4,939,2026-01-30 09:20:30
102,211,313,67.4,940,2026-01-30 09:20:31
102,211,313,67.4,941,2026-01-30 09:20:31
102,211,313,67.4,942,2026-01-30 09:20:31
102,211,313,67.4,943,2026-01-30 09:20:32
102,211,313,67.4,944,2026-01-30 09:20:32
102,211,313,67.4,945,2026-01-30 09:20:33
102,211,313,67.4,946,2026-01-30 09:20:33
102,211,313,67.4,947,2026-01-30 09:20:34
102,211,313,67.4,948,2026-01-30 09:20:34
102,211,313,67.4,949,2026-01-30 09:20:35
102,211,313,67.4,950,2026-01-30 09:20:35
102,211,313,67.4,951,2026-01-30 09:20:35
102,211,313,67.4,952,2026-01-30 09:20:36
102,211,313,67.4,953,2026-01-30 09:20:36
102,211,313,67.4,954,2026-01-30 09:20:36
102,211,313,67.4,955,2026-01-30 09:20:37
103,210,313,67.1,956,2026-01-30 09:20:37
103,210,313,67.1,957,2026-01-30 09:20:37
103,210,313,67.1,958,2026-01-30 09:20:38
103,210,313,67.1,959,2026-01-30 09:20:38
103,210,313,67.1,960,2026-01-30 09:20:39
103,210,313,67.1,961,2026-01-30 09:20:39
103,210,313,67.1,962,2026-01-30 09:20:39
103,210,313,67.1,963,2026-01-30 09:20:40
103,210,313,67.1,964,2026-01-30 09:20:40
103,210,313,67.1,965,2026-01-30 09:20:40
103,210,313,67.1,966,2026-01-30 09:20:41
103,210,313,67.1,967,2026-01-30 09:20:41
103,210,313,67.1,968,2026-01-30 09:20:41
103,210,313,67.1,969,2026-01-30 09:20:42
103,210,313,67.1,970,2026-01-30 09:20:42
103,210,313,67.1,971,2026-01-30 09:20:43
103,210,313,67.1,972,2026-01-30 09:20:43
103,210,313,67.1,973,2026-01-30 09:20:43
103,210,313,67.1,974,2026-01-30 09:20:44
103,210,313,67.1,975,2026-01-30 09:20:44
103,210,313,67.1,976,2026-01-30 09:20:44
103,210,313,67.1,977,2026-01-30 09:20:45
103,210,313,67.1,978,2026-01-30 09:20:45
103,210,313,67.1,979,2026-01-30 09:20:45
102,211,313,67.4,980,2026-01-30 09:20:46
102,211,313,67.4,981,2026-01-30 09:20:46
102,211,313,67.4,982,2026-01-30 09:20:46
102,211,313,67.4,983,2026-01-30 09:20:47
102,211,313,67.4,984,2026-01-30 09:20:47
102,211,313,67.4,985,2026-01-30 09:20:47
102,211,313,67.4,986,2026-01-30 09:20:48
102,211,313,67.4,987,2026-01-30 09:20:48
102,211,313,67.4,988,2026-01-30 09:20:48
102,211,313,67.4,989,2026-01-30 09:20:49
102,211,313,67.4,990,2026-01-30 09:20:49
102,211,313,67.4,991,2026-01-30 09:20:49
102,211,313,67.4,992,2026-01-30 09:20:50
102,211,313,67.4,993,2026-01-30 09:20:50
102,211,313,67.4,994,2026-01-30 09:20:50
102,211,313,67.4,995,2026-01-30 09:20:51
102,211,313,67.4,996,2026-01-30 09:20:51
102,211,313,67.4,997,2026-01-30 09:20:51
102,211,313,67.4,998,2026-01-30 09:20:52
102,211,313,67.4,999,2026-01-30 09:20:52
101,212,313,67.7,1000,2026-01-30 09:20:53
101,212,313,67.7,1001,2026-01-30 09:20:53
101,212,313,67.7,1002,2026-01-30 09:20:53
101,212,313,67.7,1003,2026-01-30 09:20:53
101,212,313,67.7,1004,2026-01-30 09:20:54
101,212,313,67.7,1005,2026-01-30 09:20:54
101,212,313,67.7,1006,2026-01-30 09:20:55
101,212,313,67.7,1007,2026-01-30 09:20:55
101,212,313,67.7,1008,2026-01-30 09:20:55
101,212,313,67.7,1009,2026-01-30 09:20:56
102,211,313,67.4,1010,2026-01-30 09:20:56
102,211,313,67.4,1011,2026-01-30 09:20:56
102,211,313,67.4,1012,2026-01-30 09:20:57
102,211,313,67.4,1013,2026-01-30 09:20:57
102,211,313,67.4,1014,2026-01-30 09:20:57
102,211,313,67.4,1015,2026-01-30 09:20:58
102,211,313,67.4,1016,2026-01-30 09:20:58
102,211,313,67.4,1017,2026-01-30 09:20:58
102,211,313,67.4,1018,2026-01-30 09:20:59
102,211,313,67.4,1019,2026-01-30 09:20:59
102,211,313,67.4,1020,2026-01-30 09:20:59
102,211,313,67.4,1021,2026-01-30 09:21:00
102,211,313,67.4,1022,2026-01-30 09:21:00
102,211,313,67.4,1023,2026-01-30 09:21:00
102,211,313,67.4,1024,2026-01-30 09:21:01
102,211,313,67.4,1025,2026-01-30 09:21:01
102,211,313,67.4,1026,2026-01-30 09:21:01
102,211,313,67.4,1027,2026-01-30 09:21:02
102,211,313,67.4,1028,2026-01-30 09:21:02
102,211,313,67.4,1029,2026-01-30 09:21:03
102,211,313,67.4,1030,2026-01-30 09:21:03
102,211,313,67.4,1031,2026-01-30 09:21:03
102,211,313,67.4,1032,2026-01-30 09:21:04
102,211,313,67.4,1033,2026-01-30 09:21:04
102,211,313,67.4,1034,2026-01-30 09:21:04
102,211,313,67.4,1035,2026-01-30 09:21:05
102,211,313,67.4,1036,2026-01-30 09:21:05
102,211,313,67.4,1037,2026-01-30 09:21:05
102,211,313,67.4,1038,2026-01-30 09:21:06
102,211,313,67.4,1039,2026-01-30 09:21:06
102,211,313,67.4,1040,2026-01-30 09:21:06
102,211,313,67.4,1041,2026-01-30 09:21:07
102,211,313,67.4,1042,2026-01-30 09:21:07
102,211,313,67.4,1043,2026-01-30 09:21:08
102,211,313,67.4,1044,2026-01-30 09:21:08
102,211,313,67.4,1045,2026-01-30 09:21:08
102,211,313,67.4,1046,2026-01-30 09:21:09
102,211,313,67.4,1047,2026-01-30 09:21:09
102,211,313,67.4,1048,2026-01-30 09:21:09
102,211,313,67.4,1049,2026-01-30 09:21:10
102,211,313,67.4,1050,2026-01-30 09:21:10
102,211,313,67.4,1051,2026-01-30 09:21:10
102,211,313,67.4,1052,2026-01-30 09:21:11
102,211,313,67.4,1053,2026-01-30 09:21:11
103,210,313,67.1,1054,2026-01-30 09:21:11
103,210,313,67.1,1055,2026-01-30 09:21:12
103,210,313,67.1,1056,2026-01-30 09:21:12
103,210,313,67.1,1057,2026-01-30 09:21:12
103,210,313,67.1,1058,2026-01-30 09:21:13
103,210,313,67.1,1059,2026-01-30 09:21:13
103,210,313,67.1,1060,2026-01-30 09:21:13
103,210,313,67.1,1061,2026-01-30 09:21:14
103,210,313,67.1,1062,2026-01-30 09:21:14
103,210,313,67.1,1063,2026-01-30 09:21:14
103,210,313,67.1,1064,2026-01-30 09:21:15
103,210,313,67.1,1065,2026-01-30 09:21:15
103,210,313,67.1,1066,2026-01-30 09:21:15
103,210,313,67.1,1067,2026-01-30 09:21:16
103,210,313,67.1,1068,2026-01-30 09:21:16
103,210,313,67.1,1069,2026-01-30 09:21:16
103,210,313,67.1,1070,2026-01-30 09:21:17
103,210,313,67.1,1071,2026-01-30 09:21:17
103,210,313,67.1,1072,2026-01-30 09:21:17
103,210,313,67.1,1073,2026-01-30 09:21:18
103,210,313,67.1,1074,2026-01-30 09:21:18
103,210,313,67.1,1075,2026-01-30 09:21:18
103,210,313,67.1,1076,2026-01-30 09:21:19
103,210,313,67.1,1077,2026-01-30 09:21:19
103,210,313,67.1,1078,2026-01-30 09:21:19
103,210,313,67.1,1079,2026-01-30 09:21:20
103,210,313,67.1,1080,2026-01-30 09:21:20
103,210,313,67.1,1081,2026-01-30 09:21:20
103,210,313,67.1,1082,2026-01-30 09:21:21
103,210,313,67.1,1083,2026-01-30 09:21:21
103,210,313,67.1,1084,2026-01-30 09:21:21
103,210,313,67.1,1085,2026-01-30 09:21:22
103,210,313,67.1,1086,2026-01-30 09:21:22
103,210,313,67.1,1087,2026-01-30 09:21:22
103,210,313,67.1,1088,2026-01-30 09:21:23
103,210,313,67.1,1089,2026-01-30 09:21:23
103,210,313,67.1,1090,2026-01-30 09:21:23
103,210,313,67.1,1091,2026-01-30 09:21:24
103,210,313,67.1,1092,2026-01-30 09:21:24
103,210,313,67.1,1093,2026-01-30 09:21:24
103,210,313,67.1,1094,2026-01-30 09:21:25
103,210,313,67.1,1095,2026-01-30 09:21:25
103,210,313,67.1,1096,2026-01-30 09:21:26
103,210,313,67.1,1097,2026-01-30 09:21:26
103,210,313,67.1,1098,2026-01-30 09:21:26
103,210,313,67.1,1099,2026-01-30 09:21:26
103,210,313,67.1,1100,2026-01-30 09:21:27
103,210,313,67.1,1101,2026-01-30 09:21:27
103,210,313,67.1,1102,2026-01-30 09:21:27
103,210,313,67.1,1103,2026-01-30 09:21:28
103,210,313,67.1,1104,2026-01-30 09:21:28
103,210,313,67.1,1105,2026-01-30 09:21:28
103,210,313,67.1,1106,2026-01-30 09:21:29
103,210,313,67.1,1107,2026-01-30 09:21:29
103,210,313,67.1,1108,2026-01-30 09:21:29
103,210,313,67.1,1109,2026-01-30 09:21:30
103,210,313,67.1,1110,2026-01-30 09:21:30
103,210,313,67.1,1111,2026-01-30 09:21:31
